term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,meaninglanguage1,meaning1,meaninglanguage2,meaning2
내려갔다,"…빨간색 계속 나오고 좀 내려갔다, 해열제 먹여서 좀 내려갔다…",동사,내려가다,동사,내려가다,,,en,"would go down, (formal) descend",,
먹여서,"…나오고 좀 내려갔다, 해열제 먹여서 좀 내려갔다 싶으면39.0.",,,,,,,en,By feeding,,
먹이면서,"계속 먹이면서, 네, 보살폈더니 이제 집에…",,,,,,,en,Feeding,,
해열제,"…계속 나오고 좀 내려갔다, 해열제 먹여서 좀 내려갔다 싶으면39.0.",,,,,,,en,a medicine for fever,,
감회가,"그게 너무 감회가 새롭더라고요. 둘이 있( 던),…",,,,,,,en,"[感懷] (회포) sentiments, feelings, (회상) memories, reminiscences, retrospection",,
주변에도,그렇죠. 네. 제 주변에도 많이 있어요.,,,,,,,en,around,,
해열제가,"…약 먹고. 두 가지 해열제가 있잖아요.( 네, 네.)",,,,,,,en,Antipyretic,,
분들이,"…라고( 네, 네.) 하시는 분들이 정말 많아요. 생각보다...",,,,,,,en,people,,
좌회전을,어디서 좌회전을 하는 거지?,,,,,,,en,Make a left turn,,
하더라도,"…저는 그래도, 기억을 못 하더라도 사진도 남을 수 있고",,,,,,,en,even if you do,,
남아있으니까,…아빠의 기억 속에 다 남아있으니까( 네.),,,,,,,en,Because it remains,,
데려갔을,…사실 저도 몇 번 데려갔을 때 처음에는 잘 기억을…,,,,,,,en,I took him.,,
주죠,…없다”( 그러니깐요. 그러니깐요.) 알려 주죠.,,,,,,,en,give,,
쉬어서,저는 보통 수요일하고 일요일에 쉬어서 친구들을 수요일 또는 일요일에…,,,,,,,en,to rest 어서,,
러,…가 있어 서 놀 러 갈 수 있어 요.,,,,,,,en,"(-러) for the purpose of, in order to",,
놀라요,…온 거야” 그러면 본인도 놀라요. 이렇게나 멀리 갔다 왔느냐.,동사,놀라다,동사,놀라다,,,en,"be surprised, be astonished (at/by), be amazed (at/by), be astounded, be startled, be taken aback (by) (충격을 받다) be shocked (by), be stunned (at/by)  놀라서 소리치다",,
쉬는,쉬는 날에는 늦게 일어나요.,,,,,,,en,"rest, relax",,
나니까,"…살, 일곱 살 되고 나니까, 지구본 보여 주면서“ 한국이…",,,,,,,en,grow,,
본인도,…갔다 온 거야” 그러면 본인도 놀라요. 이렇게나 멀리 갔다…,,,,,,,en,one's own,,
왔느냐,…놀라요. 이렇게나 멀리 갔다 왔느냐.,,,,,,,en,Are you here,,
이렇게나,…거야” 그러면 본인도 놀라요. 이렇게나 멀리 갔다 왔느냐.,,,,,,,en,"like this 게나, therefore",,
지난번에는,지난번에는 저기까지 갔다 온 거야”…,,,,,,,en,Last time; the other day,,
밟아도,여긴 73 km 밟아도 되는 곳입니다,,,,,,,en,Even if I step on it,,
구경만,앞에 GV 80 구경만 하면서 그냥 멍때리고,,,,,,,en,"sightseeing, watching only",,
앞으로만,앞으로만 쭉 가고 있는 거…,,,,,,,en,Forward only,,
아점이라고,이것을 한국어로 아점이라고 해요.,,,,,,,en,"it's called ""ajeom(brunch)""",,
밖으로,밖으로 나가요,,,,,,,en,"out, outward, outwards, forth, forward",,
날에,"그리고 쉬는 날에 영어, 일본어나 프랑스어 수업을…",,,,,,,en,day 에,,
알려,…수는 없다”( 그러니깐요. 그러니깐요.) 알려 주죠.,동사,알리다,동사,알리다,,,en,tell,,
환승했어요,버스를 타고 지하철역에 가서 환승했어요,,,,,,,en,I transferred,,
여섯,아침에 여섯 시에 일어나서 준비하고 출근했어요,,,,,,,en,six,,
일과를,여러분의 하루 일과를 댓글로 써주세요.,,,,,,,en,Work routine,,
직업은,여러분의 직업은 뭐예요?,,,,,,,en,"trade, profession , job",,
안도의,그녀는 안도의 한숨을 휴대폰 옆으로 내쉰…,,,,,,,en,sigh of relief,,
훨씬,짐도 훨씬 많아지고( 맞아요. 맞아요.) 숙소의…,,,,,,,en,by far,,
내려,"그래서 거기서 내려 가지고, 그 아이가 유모차를…",동사,내리다,동사,내리다,,,en,"fall, come down; rain, snow; lower, take down",,
내쉰,…안도의 한숨을 휴대폰 옆으로 내쉰 뒤 목청을 가다듬었다.,,,,,,,en,she exhales,,
긴장이,…일단 그 뭐 물론 긴장이 되셔서 그런 것도 있지만.,,,,,,,en,긴장이 되다 — get/become nervous,,
개발을,…저 네이버 클라우드에서 화면 개발을 담당하고 있는 콘텐츠 개발자…,,,,,,,en,Development,,
안이고요,"그런데 제가 지금 기차 안이고요, 다음 역에 내려 바로…",,,,,,,en,I am on,,
목청을,…휴대폰 옆으로 내쉰 뒤 목청을 가다듬었다.,,,,,,,en,her voice,,
가다듬었다,…옆으로 내쉰 뒤 목청을 가다듬었다.,,,,,,,en,she clears,,
신혼여행으로,"하와이가, 저희가 신혼여행으로 하와이를 갔다 왔거든요.",,,,,,,en,As a honeymoon,,
몸에,몸에 안 좋지만 맛있는 과자들도…,,,,,,,en,Body,,
클라우드에서,안녕하세요. 저 네이버 클라우드에서 화면 개발을 담당하고 있는…,,,,,,,en,In the cloud,,
살짜리,근데 다섯 살짜리 아이를 데리고 신혼여행지에 똑같이…,,,,,,,en,Year-old,,
군데가,"…여행지를 지금 꼽으라면 한 군데가, 유럽이 아닌 다른 데가…",,,,,,,en,"places, spots",,
담당하고,…네이버 클라우드에서 화면 개발을 담당하고 있는 콘텐츠 개발자 조혜성이라고…,,,,,,,en,"be in charge of; handle, take care of",,
화면,안녕하세요. 저 네이버 클라우드에서 화면 개발을 담당하고 있는 콘텐츠…,,,,,,,en,Screen,,
콘텐츠,…화면 개발을 담당하고 있는 콘텐츠 개발자 조혜성이라고 합니다.,,,,,,,en,Contents,,
개발자시구나,아 개발자시구나.,,,,,,,en,You're a developer,,
돌아갈,…다음 역에 내려 바로 돌아갈 테니까 좀 보관해주시거나 어디…,동사,돌아가다,돌아가다,동사,,,en,I will return,,
개발자,…개발을 담당하고 있는 콘텐츠 개발자 조혜성이라고 합니다.,,,,,,,en,developer,,
긴장했나,너무 긴장했나 봐요.,,,,,,,en,Are you nervous,,
물론,아 일단 그 뭐 물론 긴장이 되셔서 그런 것도…,,,,,,,en,"Of course, Certainly, definitely",,
전이었고,"…그러면 그게 십몇 년 전이었고,",,,,,,,en,Before,,
취미생활도,…도 할 수 있고 취미생활도 할 수 있어요,,,,,,,en,Hobbies too,,
일씩은,…있거나 도시마다 한 3 일씩은 꼭 있었던 것 같아요.,,,,,,,en,One by one,,
되셔서,…그 뭐 물론 긴장이 되셔서 그런 것도 있지만.,,,,,,,en,"become, get to be, be",,
클릭했을,클릭했을 때 무엇이 일어나는 것인가.,,,,,,,en,When you clicked,,
화면을,거기서 이제 화면을 개발한다고 생각하시면 돼요.,,,,,,,en,screen,,
유리하시네,아유 좀 유리하시네.,,,,,,,en,Favorable.,,
긴장되셔가지고,긴장했나 봐요. 긴장되셔가지고.,,,,,,,en,Get nervous,,
십몇,"네, 그렇군요. 그러면 그게 십몇 년 전이었고,",,,,,,,en,about ten,,
최근에는요,최근에는요?,,,,,,,en,Recently,,
주제가,오늘 주제가 이제 신입사원입니다.,,,,,,,en,主題] the main [principal] subject;,,
썼어요,…점심을 사서 돈을 많이 썼어요,동사,쓰다,쓰다,동사,,,en,wrote,,
신입사원입니다,오늘 주제가 이제 신입사원입니다.,,,,,,,en,I am a new employee,,
되셨습니까,입사하신지 얼마나 되셨습니까?,,,,,,,en,Are you,,
실제로,저 이제 실제로 근무를 한 지는 8…,,,,,,,en,"really, actually, in reality",,
근무를,저 이제 실제로 근무를 한 지는 8 개월…,,,,,,,en,[勤務] duty; service; work,,
달라지긴,…그 여행 분위기가 많이 달라지긴 했어요.,,,,,,,en,Different,,
분위기가,좀 그 여행 분위기가 많이 달라지긴 했어요.,,,,,,,en,"atmosphere, mood, air, ambience",,
지는,…이제 실제로 근무를 한 지는 8 개월 정도.,,,,,,,en,adj. losing,,
다니거나,혼자 여행을 다니거나 친구들하고 여행을 다닐 때랑은…,,,,,,,en,go / frequent OR,,
되셨어요,8 개월 정도 되셨어요.,,,,,,,en,You've been (polite),,
다닐,…여행을 다니거나 친구들하고 여행을 다닐 때랑은 너무 다르더라고요.( 다르죠.…,동사,다니다,동사,다니다,,,en,"go . frequent ( ""while"" in school)",,
계십니까,…이제 어떤 일을 하고 계십니까?,,,,,,,en,Where (formal for 있습니까?),,
클라우드,이제 저는 이제 네이버 클라우드 플랫폼이라는 홈페이지가 있는데,,,,,,,en,cloud,,
때랑은,…다니거나 친구들하고 여행을 다닐 때랑은 너무 다르더라고요.( 다르죠. 네.),,,,,,,en,time and,,
플랫폼이라는,…저는 이제 네이버 클라우드 플랫폼이라는 홈페이지가 있는데,,,,,,,en,platform called,,
홈페이지가,…이제 네이버 클라우드 플랫폼이라는 홈페이지가 있는데,,,,,,,en,Homepage,,
오랫동안,그래서 학원에 오랫동안 있었어요.,,,,,,,en,for a long time,,
짐도,짐도 훨씬 많아지고( 맞아요. 맞아요.)…,,,,,,,en,"load, burden (화물) freight, cargo (수하물) (Am) baggage, (Brit) luggage",,
챙겨가야,뭔가… 챙겨가야 할 것도 너무 많고…,,,,,,,en,Go take care,,
달라지고,…맞아요. 맞아요.) 숙소의 종류도 달라지고.( 네.),동사,달라지다,동사,달라지다,,,en,"change, alter, shift (상황에 따라) vary",,
다르더라고요,…여행을 다닐 때랑은 너무 다르더라고요.( 다르죠. 네.),,,,,,,en,"different , another , is said",,
중심으로,그날 뭘 하느냐가 아이를 중심으로( 맞아요.) 짜이게 되니까.,,,,,,,en,Focusing,,
줄리엣은,줄리엣은 열다섯에 로미오를 위해 목숨을…,,,,,,,en,Juliet,,
아무,…그렇게 쉽게 아무 때나 갈 수는 없다”(…,,,,,,,en,"none ( at all) , anyone , anybody , nobody",,
숙소의,…훨씬 많아지고( 맞아요. 맞아요.) 숙소의 종류도 달라지고.( 네.),,,,,,,en,Accommodation,,
하느냐가,그날 뭘 하느냐가 아이를 중심으로( 맞아요.) 짜이게…,,,,,,,en,Whether,,
숙소뿐만이,"그리고 일단 숙소뿐만이 아니라 활동,( 네.)",,,,,,,en,Accommodation only,,
짜이게,…하느냐가 아이를 중심으로( 맞아요.) 짜이게 되니까.,,,,,,,en,Salty,,
즐겁지,…함께 하는 여행은 별로 즐겁지 않을 거라고 생각을 했었거든요.(…,,,,,,,en,pleasent enjoyable,,
낳기,아이를 낳기 전에는요. 그래서 어…‘ 아이가…,,,,,,,en,Give birth,,
다녀야,"…아이가 없을 때 많이 다녀야 된다!' 이런 생각으로 살았었는데,(…",,,,,,,en,to attend,,
아예,"어휴, 기억 아예 못 해요.",,,,,,,en,at all,,
다니고,그래서 또 아이랑도 많이 다니고 있어요.,동사,다니다,동사,다니다,,,en,"다니다 (go, frequent, attend)",,
재범이,…금방 재범이 반에 선물 놓고 올께!],,,,,,,en,"(죄) second conviction, (사람) second offender",,
금방,금방 재범이 반에 선물 놓고…,,,,,,,en,[今方] just now;,,
아이가,"네, 네. 물론 그 아이가 너무 어렸을 때, 세…",,,,,,,en,child,,
준비,아니 이거 저 취업 준비 얼마나 하셨습니까?,,,,,,,en,Preparation,,
알려 주죠,…수는 없다”( 그러니깐요. 그러니깐요.) 알려 주죠.,,,,,,,en,Let me know,,
기간이,…6 개월 정도 수료 기간이 있었는데,,,,,,,en,period of time,,
네 살,"…어렸을 때, 세 살, 네 살 때 갔던 곳은 나중에(…",,,,,,,en,Four years old,,
셋이,"…던), 둘이 갔던 레스토랑에 셋이 같이 있으니까 저희는 느낌이…",,,,,,,en,Three,,
데가,"…군데가, 유럽이 아닌 다른 데가 있어요.",,,,,,,en,place,,
세 살,"…아이가 너무 어렸을 때, 세 살, 네 살 때 갔던…",,,,,,,en,Three years old,,
꼽으라면,"…기억에 남는 여행지를 지금 꼽으라면 한 군데가, 유럽이 아닌…",,,,,,,en,"count, consider; pick out, choose",,
여행지보다는,저는 최근 여행지보다는 가장 기억에 남는 여행지를…,,,,,,,en,Rather than a destination,,
바쳤고,…열다섯에 로미오를 위해 목숨을 바쳤고,,,,,,,en,'ve Devoted,,
조되따,…아띠 조되따],,,,,,,en,choreographed,,
여행지를,"…여행지보다는 가장 기억에 남는 여행지를 지금 꼽으라면 한 군데가,…",,,,,,,en,travel spot; destination,,
멀리,"네. 기억, 어... 좀 멀리 갔는데 기억을 못 하는…",,,,,,,en,"멀리 adv. far, afar, distantly",,
딸이,"어, 제 딸이( 네.) 첫 해외여행이 이제…",,,,,,,en,daughter,,
해외여행이,…제 딸이( 네.) 첫 해외여행이 이제 말레이시아 간 거였거든요.(…,,,,,,,en,Travel abroad,,
했다,성춘향은 열여섯에 이도령과 사랑을 했다,동사,하다,하다,동사,,,en,did (dictionary form),,
열여섯에,성춘향은 열여섯에 이도령과 사랑을 했다,,,,,,,en,At sixteen,,
사랑을,성춘향은 열여섯에 이도령과 사랑을 했다,,,,,,,en,Love,,
태어났다면,줄리엣과 성춘향이 지금 대한민국에서 태어났다면?,,,,,,,en,If born,,
말레이시아,"…네.) 첫 해외여행이 이제 말레이시아 간 거였거든요.( 음, 네.)",,,,,,,en,Malaysia,,
하더라고요,…그건 아예 기억을 못 하더라고요.( 네.) 근데 다섯 살…,,,,,,,en,tend to do,,
선물,…나는 윤건이 선물 주러 갈께!],,,,,,,en,"present, gift (n)",,
말고는,우리는 대학 이름 말고는 노관심이다,,,,,,,en,without,,
생각하시면,거기서 이제 화면을 개발한다고 생각하시면 돼요.,,,,,,,en,If you think,,
노관심이어야,노관심이어야 하는 건가?,,,,,,,en,should be careless,,
보살폈더니,"계속 먹이면서, 네, 보살폈더니 이제 집에 올 시간!",,,,,,,en,I looked after,en,protect and help someone with all one's heart.;
따르고,…자신도 모르게 정해놓고 무의식중에 따르고 있는 금지 조항들이 있죠,,,,,,,en,"follow/tag along with, pour (as in water)",,
불안감이,이 길이 맞는가에 대한 불안감이 진짜 가장 컸던 것…,,,,,,,en,Anxiety,,
배치할,…우리가 아는 화면을 어떻게 배치할 건가.,,,,,,,en,"arrange, place, deploy",,
밤샘,밤샘 금지,,,,,,,en,밤샘 [동사] stay[sit] up all night,,
과감한,과감한 팬션 금지,,,,,,,en,Bold,,
아띠,아띠 조되따],,,,,,,en,atti,,
조항들이,…무의식중에 따르고 있는 금지 조항들이 있죠,,,,,,,en,Provisions,,
졸업하고,저는 이제 대학 졸업하고 한 6 개월 정도…,동사,졸업하다,동사,졸업하다,,,en,Graduated,,
수료,…한 6 개월 정도 수료 기간이 있었는데,,,,,,,en,Completion,,
목걸이를,그리고 저는 선물 받은 목걸이를 하고 가끔 화장을 해요.,,,,,,,en,Necklaces,,
화장을,…받은 목걸이를 하고 가끔 화장을 해요.,,,,,,,en,Makeup,,
그런지는,…네.) 저는 모두가 다 그런지는 몰랐어요.( 네.) 전 안…,,,,,,,en,This is because,,
심했을,코로나가 심했을 때는 마스크를 항상 써야…,,,,,,,en,Severe,,
생길지,…저희한테 어떤 성격의 아이가 생길지 전혀 모르니까.( 그렇죠.),,,,,,,en,Will,,
편해서,…화장을 안 하는 게 편해서 요즘도 화장을 별로 안…,,,,,,,en,comfortable,,
가서도,근데 이제... 거기 신혼여행으로 가서도 너무 좋아서“ 우리가 꼭…,,,,,,,en,"가다 (어떤 장소로) go, come, get, (formal) proceed/ I go back",,
반응이,네. 네. 어떤 반응이 일어나는 것인가.,,,,,,,en,reaction,,
사려고,…위해서 올해부터 옷을 안 사려고 하고,,,,,,,en,going to buy,,
주러,…나는 윤건이 선물 주러 갈께!],,,,,,,en,intend on giving,,
것인가,클릭했을 때 무엇이 일어나는 것인가.,,,,,,,en,Will,,
특정,아 그러니까 특정 사이트에 들어가서 클릭을 했을…,,,,,,,en,"particular, specific",,
들어가서,아 그러니까 특정 사이트에 들어가서 클릭을 했을 때?,,,,,,,en,visit and,,
출신이시군요,이과 출신이시군요.,,,,,,,en,You're from,,
주년이,…좋아서“ 우리가 꼭 10 주년이 될 때 오자” 이런…,,,,,,,en,Anniversary,,
컸던,…대한 불안감이 진짜 가장 컸던 것 같아요. 항상.,,,,,,,en,Big,,
